Code;Value;Date
697659;21504,3;24.08.2023
697659;20145,14;24.08.2023
697659;3574,32;24.08.2023
697659;10536,67;24.08.2023
697659;7536,19;24.08.2023
697659;18803,65;24.08.2023
697659;3289,81;24.08.2023
697659;9665,41;24.08.2023
697659;20419,5;24.08.2023
697659;9075,24;24.08.2023
697659;8961,89;24.08.2023
706759;353,04;24.08.2023
706759;3715;24.08.2023
706759;423,65;24.08.2023
706759;833,83;24.08.2023
726459;1769,69;24.08.2023
726459;272,26;24.08.2023
726459;272,26;24.08.2023
726459;2314,21;24.08.2023
726459;2041,95;24.08.2023
726459;204,2;24.08.2023
726459;1089,04;24.08.2023
726459;1089,04;24.08.2023
726459;1225,17;24.08.2023
726459;544,52;24.08.2023
726459;680,65;24.08.2023
726459;1225,17;24.08.2023
726459;680,65;24.08.2023
726459;1089,04;24.08.2023
726468;7487,15;24.08.2023
726468;1361,3;24.08.2023
726468;2268,83;24.08.2023
726468;9755,99;24.08.2023
726468;8167,8;24.08.2023
726468;1361,3;24.08.2023
726468;4083,9;24.08.2023
726468;4083,9;24.08.2023
726468;5218,41;24.08.2023
726468;2894,72;24.08.2023
726468;3403,25;24.08.2023
726468;2722,6;24.08.2023
726468;2268,84;24.08.2023
726469;29394,01;24.08.2023
726469;6179,76;24.08.2023
726469;157,64;24.08.2023
697659;16570,64;24.08.2023
697659;14267,1;24.08.2023
697659;42513,61;24.08.2023
697659;50105,11;24.08.2023
697659;13231,84;24.08.2023
697659;5305,02;24.08.2023
697659;24674,99;24.08.2023
697659;39983,74;24.08.2023
697659;2457,68;24.08.2023
697659;60653,61;24.08.2023
697659;4531,1;24.08.2023
697659;22736,63;24.08.2023
697659;9650,82;24.08.2023
697659;6168,7;24.08.2023
697659;50846,58;24.08.2023
706759;211,99;24.08.2023
706759;635,97;24.08.2023
726059;1116,02;24.08.2023
726059;570,04;24.08.2023
726459;6420,8;24.08.2023
726459;1225,17;24.08.2023
726459;2858,73;24.08.2023
726459;3947,77;24.08.2023
726459;1769,69;24.08.2023
726459;204,2;24.08.2023
726459;680,65;24.08.2023
726459;2858,73;24.08.2023
726459;1769,69;24.08.2023
726459;680,65;24.08.2023
726459;4764,55;24.08.2023
726459;1633,56;24.08.2023
726459;1089,04;24.08.2023
726459;4900,68;24.08.2023
726459;5172,94;24.08.2023
726468;24276,52;24.08.2023
726468;1361,3;24.08.2023
726468;9755,98;24.08.2023
726468;16562,48;24.08.2023
726468;6806,5;24.08.2023
726468;1361,3;24.08.2023
726468;3403,25;24.08.2023
726468;10209,75;24.08.2023
726468;7487,15;24.08.2023
726468;3403,25;24.08.2023
726468;18831,31;24.08.2023
726468;6806,5;24.08.2023
726468;3403,25;24.08.2023
726468;18377,55;24.08.2023
726468;21553,91;24.08.2023
726469;168,54;24.08.2023
726469;45054,67;24.08.2023
726469;4083,9;24.08.2023
726469;14107,42;24.08.2023
726469;45278,2;24.08.2023
726469;19062,01;24.08.2023
747259;369,45;24.08.2023
757571;9,54;24.08.2023
736960;61,8;23.08.2023
736960;66,71;23.08.2023
736960;43,96;23.08.2023
749659;26,29;23.08.2023
749759;404,73;23.08.2023
749759;32,4;23.08.2023
754859;360,74;23.08.2023
735859;194,67;23.08.2023
741559;2090,64;23.08.2023
757571;27,64;23.08.2023
733759;77,01;23.08.2023
733759;12,71;23.08.2023
742059;-1,26;23.08.2023
757571;27,27;23.08.2023
736960;47,11;22.08.2023
750159;10,88;22.08.2023
750159;11,78;22.08.2023
750159;31,58;22.08.2023
777671;-1944;22.08.2023
777671;-1458;22.08.2023
777671;-243;22.08.2023
777671;-243;22.08.2023
777671;-1944;22.08.2023
777671;-1458;22.08.2023
777671;-243;22.08.2023
777671;-243;22.08.2023
777671;-1458;22.08.2023
777671;-243;22.08.2023
777671;-243;22.08.2023
777671;-1458;22.08.2023
777671;-243;22.08.2023
777671;-243;22.08.2023
777671;-1458;22.08.2023
777671;-243;22.08.2023
777671;-243;22.08.2023
777671;-1458;22.08.2023
777671;-243;22.08.2023
777671;-243;22.08.2023
733759;5,72;22.08.2023
754759;1446,08;22.08.2023
754759;2763,15;22.08.2023
754859;676,6;22.08.2023
754759;1656,75;22.08.2023
754759;927,36;22.08.2023
754759;1464,02;22.08.2023
754759;1865,55;22.08.2023
757571;9,54;22.08.2023
749659;29,22;21.08.2023
749759;167,69;21.08.2023
749759;167,67;21.08.2023
749759;20,13;21.08.2023
749759;167,69;21.08.2023
749759;20,13;21.08.2023
749759;20,13;21.08.2023
749759;167,69;21.08.2023
749759;20,13;21.08.2023
749759;167,69;21.08.2023
749759;20,13;21.08.2023
749759;17,42;21.08.2023
749759;19,88;21.08.2023
749759;12,32;21.08.2023
736960;67,69;21.08.2023
736960;67,27;21.08.2023
736960;40,85;21.08.2023
749659;5,38;21.08.2023
749659;4,81;21.08.2023
749759;48,38;21.08.2023
749759;36,89;21.08.2023
749759;134,99;21.08.2023
749759;388,5;21.08.2023
749759;13,55;21.08.2023
750159;32,55;21.08.2023
750259;59,15;21.08.2023
750159;200,57;21.08.2023
757559;109,88;21.08.2023
749659;54,45;21.08.2023
733759;68,07;21.08.2023
741559;5212,55;21.08.2023
741559;12493,63;21.08.2023
747459;955,39;21.08.2023
754759;4723,25;21.08.2023
755159;8341,68;21.08.2023
755159;618,3;21.08.2023
742059;3465,67;21.08.2023
741559;-118,29;21.08.2023
741559;131,8;21.08.2023
741559;-118,29;21.08.2023
741559;-118,29;21.08.2023
741559;-238,95;21.08.2023
741559;-263,6;21.08.2023
741559;-118,29;21.08.2023
741559;-131,8;21.08.2023
741559;-131,8;21.08.2023
741559;118,29;21.08.2023
741559;238,95;21.08.2023
741559;263,6;21.08.2023
741559;118,29;21.08.2023
741559;118,29;21.08.2023
741559;118,29;21.08.2023
741559;131,8;21.08.2023
736960;25,86;20.08.2023
736960;92,86;20.08.2023
736960;46,29;20.08.2023
736960;41,6;20.08.2023
736960;47,65;20.08.2023
749759;0;20.08.2023
749759;0,17;20.08.2023
736960;40,19;19.08.2023
750159;7,92;19.08.2023
750159;46,13;19.08.2023
755159;1739,17;19.08.2023
747459;997,91;19.08.2023
754859;529,88;19.08.2023
747459;252,31;19.08.2023
757571;9,53;21.08.2023
757571;9,53;21.08.2023
757571;104,82;21.08.2023
757571;27,53;21.08.2023
757571;9,54;21.08.2023
757571;9,54;21.08.2023
757571;54,54;21.08.2023
749759;1584,55;18.08.2023
738759;-54876,79;21.08.2023
733759;50,37;18.08.2023
757571;9,54;18.08.2023
749759;0,65;17.08.2023
749759;13,02;17.08.2023
736960;63,99;17.08.2023
749759;44,92;17.08.2023
749759;27,36;17.08.2023
749759;766,42;17.08.2023
749759;21,37;17.08.2023
757559;25,75;17.08.2023
747559;1779,43;17.08.2023
741559;91,73;17.08.2023
757571;27,64;17.08.2023
741559;2023,02;17.08.2023
757571;27,64;17.08.2023
741559;801,32;17.08.2023
757571;27,64;17.08.2023
742059;3612,7;17.08.2023
742059;53,2;17.08.2023
749759;710,87;16.08.2023
736960;63,99;16.08.2023
736960;62,08;16.08.2023
747259;25810,56;16.08.2023
733759;46,28;16.08.2023
733759;84,95;16.08.2023
757571;9,54;16.08.2023
757571;9,54;16.08.2023
757571;9,54;16.08.2023
757571;27,27;16.08.2023
757571;27,27;16.08.2023
750159;22,6;15.08.2023
777671;-1093,5;15.08.2023
777671;-121,5;15.08.2023
777671;-202,5;15.08.2023
777671;-202,5;15.08.2023
777671;-1012,5;15.08.2023
777671;-202,5;15.08.2023
777671;-81;15.08.2023
777671;-162;15.08.2023
757571;9,53;15.08.2023
757571;9,53;15.08.2023
757571;9,53;15.08.2023
757571;27,27;15.08.2023
757571;27,27;15.08.2023
749759;-11,58;14.08.2023
749759;11,66;14.08.2023
750259;26;14.08.2023
749659;12,79;14.08.2023
749659;9,2;14.08.2023
749659;14,21;14.08.2023
749659;9,21;14.08.2023
749659;20,9;14.08.2023
736960;42,21;14.08.2023
736960;54,99;14.08.2023
736960;46,28;14.08.2023
749659;10,89;14.08.2023
736960;102,18;14.08.2023
757559;74,99;14.08.2023
777671;-729;14.08.2023
777671;-283,5;14.08.2023
777671;-40,5;14.08.2023
777671;-40,5;14.08.2023
777671;-729;14.08.2023
777671;-283,5;14.08.2023
777671;-40,5;14.08.2023
777671;-40,5;14.08.2023
777671;-1296;14.08.2023
735859;408,39;14.08.2023
736960;16,73;13.08.2023
736960;16,25;13.08.2023
736960;16,26;13.08.2023
736960;78,49;13.08.2023
749659;14,4;12.08.2023
749659;21,71;12.08.2023
749659;17,11;12.08.2023
749659;4,34;12.08.2023
749759;3,1;12.08.2023
749759;5,67;12.08.2023
749759;11,02;12.08.2023
749759;6,07;12.08.2023
741559;263,6;12.08.2023
757571;9,53;14.08.2023
757571;19,06;14.08.2023
757571;76,23;14.08.2023
757571;27,37;14.08.2023
757571;9,54;14.08.2023
757571;27,27;14.08.2023
747459;475,01;11.08.2023
747459;54,45;11.08.2023
741059;7147,14;11.08.2023
757571;75;11.08.2023
742059;-195,26;11.08.2023
735059;206,92;11.08.2023
735059;47,65;11.08.2023
735059;136,13;11.08.2023
735059;102,1;11.08.2023
757571;27,27;11.08.2023
757559;-4579,89;10.08.2023
757559;-4579,89;10.08.2023
749759;5,79;10.08.2023
749759;121,67;10.08.2023
749759;121,65;10.08.2023
749759;121,65;10.08.2023
749759;5,79;10.08.2023
749759;5,79;10.08.2023
749759;127,47;10.08.2023
749759;1033,23;10.08.2023
749759;31,34;10.08.2023
749759;127,44;10.08.2023
749759;44,92;10.08.2023
749759;37,48;10.08.2023
777671;-1296;10.08.2023
733759;-40,84;10.08.2023
757559;1256,5;10.08.2023
757559;1256,49;10.08.2023
733759;50,37;10.08.2023
733759;197,66;10.08.2023
733759;555,85;10.08.2023
733759;7,35;10.08.2023
733759;19,85;10.08.2023
733759;165,28;10.08.2023
733759;11,5;10.08.2023
755159;74,19;10.08.2023
755159;76,1;10.08.2023
747459;189,96;10.08.2023
755159;186,69;10.08.2023
755159;99,51;10.08.2023
747459;228,89;10.08.2023
755159;54,45;10.08.2023
755159;29,95;10.08.2023
755159;76,1;10.08.2023
755159;8,17;10.08.2023
755159;8,17;10.08.2023
755159;54,45;10.08.2023
755159;8,17;10.08.2023
747459;304,93;10.08.2023
755159;305,12;10.08.2023
755159;110,95;10.08.2023
747459;92,43;10.08.2023
755159;516,13;10.08.2023
755159;54,45;10.08.2023
755159;54,45;10.08.2023
755159;55,54;10.08.2023
755159;80,73;10.08.2023
755159;85,9;10.08.2023
755159;93,52;10.08.2023
747459;1391,83;10.08.2023
755159;8,17;10.08.2023
755159;54,45;10.08.2023
747459;135,69;10.08.2023
754759;369,44;10.08.2023
754859;238,31;10.08.2023
747459;3048,7;10.08.2023
754759;1073,2;10.08.2023
754759;2740,36;10.08.2023
755159;155,31;10.08.2023
747459;194,05;10.08.2023
755159;48,9;10.08.2023
747459;79,1;10.08.2023
747459;6,81;10.08.2023
755159;60,99;10.08.2023
747459;4,08;10.08.2023
747459;4,08;10.08.2023
755159;4777,29;10.08.2023
755159;651,75;10.08.2023
754759;1039,08;10.08.2023
754859;1483,64;10.08.2023
747459;31,31;10.08.2023
755159;4,08;10.08.2023
755159;4,08;10.08.2023
755159;4,08;10.08.2023
747459;31,31;10.08.2023
747459;4,08;10.08.2023
747459;6,81;10.08.2023
747459;6,81;10.08.2023
755159;4,08;10.08.2023
747459;6,81;10.08.2023
747459;6,81;10.08.2023
755159;4,08;10.08.2023
755159;4,08;10.08.2023
755159;54,45;10.08.2023
747459;199,22;10.08.2023
755159;737,2;10.08.2023
747459;87,8;10.08.2023
755159;70,92;10.08.2023
755159;77,73;10.08.2023
755159;71,47;10.08.2023
755159;100,87;10.08.2023
747459;277,9;10.08.2023
755159;260,75;10.08.2023
755159;165,4;10.08.2023
755159;54,45;10.08.2023
754759;296,81;10.08.2023
747459;353,86;10.08.2023
747459;316,5;10.08.2023
747459;425,04;10.08.2023
747459;3530,75;10.08.2023
747459;944,89;10.08.2023
755159;4,08;10.08.2023
755159;4,08;10.08.2023
755159;4,08;10.08.2023
755159;4,08;10.08.2023
755159;8,17;10.08.2023
755159;29,95;10.08.2023
755159;54,45;10.08.2023
755159;8,17;10.08.2023
755159;8,17;10.08.2023
755159;29,95;10.08.2023
755159;29,95;10.08.2023
755159;8,17;10.08.2023
755159;29,95;10.08.2023
755159;29,95;10.08.2023
755159;29,95;10.08.2023
755159;55,54;10.08.2023
755159;55,54;10.08.2023
755159;209,29;10.08.2023
755159;92,98;10.08.2023
755159;99,51;10.08.2023
747459;100,06;10.08.2023
747459;81,54;10.08.2023
755159;69,56;10.08.2023
747459;79,09;10.08.2023
755159;168,94;10.08.2023
747459;415,39;10.08.2023
755159;308,94;10.08.2023
747459;80,73;10.08.2023
747459;202,05;10.08.2023
747459;31,23;10.08.2023
754759;140,2;10.08.2023
754759;25,04;10.08.2023
754859;9,68;10.08.2023
747459;320,33;10.08.2023
747459;292,68;10.08.2023
754759;986,81;10.08.2023
754759;927,43;10.08.2023
755159;95,7;10.08.2023
755159;79,64;10.08.2023
762759;-20243,15;10.08.2023
773659;-132543,57;10.08.2023
757571;9,54;10.08.2023
757571;9,54;10.08.2023
757571;9,54;10.08.2023
736960;32,68;09.08.2023
749659;9,17;09.08.2023
749659;39,22;09.08.2023
749659;30,46;09.08.2023
749659;95,92;09.08.2023
749659;36,89;09.08.2023
749659;15,46;09.08.2023
749759;334,88;09.08.2023
749759;394,22;09.08.2023
749759;342,63;09.08.2023
749759;68,99;09.08.2023
749759;239,39;09.08.2023
749759;58,54;09.08.2023
749759;17,11;09.08.2023
749759;40,4;09.08.2023
749759;731,02;09.08.2023
749759;182,93;09.08.2023
749759;195,12;09.08.2023
749759;20,1;09.08.2023
749759;721,49;09.08.2023
749759;103,03;09.08.2023
749759;19,22;09.08.2023
749759;130,21;09.08.2023
749759;32,55;09.08.2023
749759;18,12;09.08.2023
749759;8,86;09.08.2023
749759;58,54;09.08.2023
749759;58,54;09.08.2023
749759;13,23;09.08.2023
749759;585,36;09.08.2023
749759;37,8;09.08.2023
749759;58,54;09.08.2023
749759;177,99;09.08.2023
750159;696,93;09.08.2023
750159;179,89;09.08.2023
750259;140,72;09.08.2023
736960;51,2;09.08.2023
749659;15,61;09.08.2023
749659;11,9;09.08.2023
749659;18,35;09.08.2023
749659;24,65;09.08.2023
749759;44,92;09.08.2023
749759;8,71;09.08.2023
749759;477,82;09.08.2023
749759;21,91;09.08.2023
749759;8,17;09.08.2023
749759;146,14;09.08.2023
749759;39,53;09.08.2023
750259;46,43;09.08.2023
757559;13,69;09.08.2023
749759;107,25;09.08.2023
749759;7085,57;09.08.2023
777671;1;09.08.2023
777671;-1;09.08.2023
777671;1;09.08.2023
777671;-1;09.08.2023
777671;-1;09.08.2023
777671;1;09.08.2023
777671;-1296;09.08.2023
747259;4969,46;09.08.2023
747259;4857,69;09.08.2023
746659;98,61;09.08.2023
746659;546,57;09.08.2023
762759;-34434,62;09.08.2023
762759;34434,62;09.08.2023
757571;9,54;09.08.2023
749759;58,67;08.08.2023
757559;32,67;08.08.2023
757559;32,67;08.08.2023
777671;-1296;08.08.2023
777671;-1296;08.08.2023
733759;13,61;08.08.2023
735859;54,45;08.08.2023
757571;9,54;08.08.2023
736960;35,83;07.08.2023
736960;20,83;07.08.2023
736960;45,07;07.08.2023
749659;6,75;07.08.2023
749659;4,22;07.08.2023
749659;8,59;07.08.2023
749659;25,13;07.08.2023
749759;11,98;07.08.2023
749759;179,41;07.08.2023
749759;79,23;07.08.2023
749759;79,22;07.08.2023
749759;55,45;07.08.2023
749759;11,88;07.08.2023
749759;11,88;07.08.2023
749759;11,88;07.08.2023
749759;4,76;07.08.2023
749759;345,23;07.08.2023
750159;13,48;07.08.2023
750159;20,81;07.08.2023
750159;19,92;07.08.2023
750159;37,78;07.08.2023
750159;51,58;07.08.2023
749858;-14393;07.08.2023
777671;1;07.08.2023
777671;-1;07.08.2023
777671;1;07.08.2023
777671;-1;07.08.2023
777671;1;07.08.2023
777671;-1;07.08.2023
777671;1;07.08.2023
777671;-1;07.08.2023
777671;1;07.08.2023
777671;-1;07.08.2023
777671;1;07.08.2023
777671;-1;07.08.2023
777671;1;07.08.2023
777671;-1;07.08.2023
777671;1;07.08.2023
777671;-1;07.08.2023
777671;1;07.08.2023
777671;-1;07.08.2023
777671;1;07.08.2023
777671;-1;07.08.2023
763459;70,64;07.08.2023
728859;9,27;07.08.2023
738659;225,98;07.08.2023
738659;29,95;07.08.2023
738659;255,93;07.08.2023
738659;754,16;07.08.2023
738659;73,51;07.08.2023
747459;168,56;07.08.2023
747459;407,41;07.08.2023
747459;300,36;07.08.2023
754759;5014,88;07.08.2023
757571;37,84;08.08.2023
757571;4,09;08.08.2023
757571;34,04;08.08.2023
757571;2,52;18.08.2023
757571;91,21;08.08.2023
757571;78,96;18.08.2023
736960;23,14;06.08.2023
741559;-26200;05.08.2023
754759;-1900;05.08.2023
755159;-5300;05.08.2023
747259;-14704,76;05.08.2023
747259;-25277,27;05.08.2023
763459;-550,7;05.08.2023
763459;-241,15;05.08.2023
749759;-54,45;05.08.2023
749759;-40,84;05.08.2023
749759;-18,74;05.08.2023
749759;-10201,21;05.08.2023
749759;-5925,93;05.08.2023
749759;-77,42;05.08.2023
749759;-423,96;05.08.2023
749759;-92,32;05.08.2023
749759;-929;05.08.2023
749759;-1419,35;05.08.2023
749759;-1970,83;05.08.2023
749759;-35,39;05.08.2023
749759;-7192,56;05.08.2023
749759;-310,44;05.08.2023
749759;-396,12;05.08.2023
749759;-949,77;05.08.2023
749759;-194,21;05.08.2023
749759;-120,66;05.08.2023
749759;-102,17;05.08.2023
749759;-74,99;05.08.2023
749759;-127,96;05.08.2023
749759;-0,08;05.08.2023
749759;-2,9;05.08.2023
749759;-943,35;05.08.2023
749759;-90,39;05.08.2023
749759;-484,38;05.08.2023
749759;-444,35;05.08.2023
749759;-1785,36;05.08.2023
749759;-238,22;05.08.2023
749759;-31,31;05.08.2023
749759;-54,46;05.08.2023
749759;-384,41;05.08.2023
749759;-62,63;05.08.2023
757571;9,53;07.08.2023
757571;28,59;07.08.2023
757571;85,76;07.08.2023
757571;27,34;07.08.2023
757571;9,54;07.08.2023
757571;9,54;07.08.2023
736960;94,21;04.08.2023
757559;20,42;04.08.2023
777671;-1296;04.08.2023
777671;-1296;04.08.2023
777671;-1296;04.08.2023
757571;27,27;04.08.2023
736960;27,23;03.08.2023
749759;8,17;03.08.2023
749659;53,77;03.08.2023
749759;890,29;03.08.2023
749759;2,49;03.08.2023
749759;99,05;03.08.2023
749759;99,05;03.08.2023
749759;99,05;03.08.2023
749759;99,05;03.08.2023
749759;4,93;03.08.2023
757559;28,3;03.08.2023
736960;68,19;03.08.2023
750159;28,86;03.08.2023
757559;97,17;03.08.2023
763459;48,83;03.08.2023
728859;254,05;03.08.2023
728859;254,05;03.08.2023
728859;9,27;03.08.2023
733759;10,62;03.08.2023
733759;8,98;03.08.2023
733759;31,85;03.08.2023
733759;129,05;03.08.2023
733759;7,05;03.08.2023
733759;10,62;03.08.2023
733759;20,83;03.08.2023
733759;7,21;03.08.2023
733759;21,78;03.08.2023
733759;18,79;03.08.2023
733759;68,61;03.08.2023
733759;13,07;03.08.2023
733759;6,81;03.08.2023
733759;42,47;03.08.2023
733759;5,72;03.08.2023
733759;39,21;03.08.2023
733759;6,81;03.08.2023
733759;11,98;03.08.2023
733759;11,43;03.08.2023
733759;7,21;03.08.2023
733759;20,42;03.08.2023
733759;20,42;03.08.2023
733759;20,42;03.08.2023
733759;20,42;03.08.2023
733759;19,19;03.08.2023
733759;2,38;03.08.2023
733759;68,07;03.08.2023
733759;1,7;03.08.2023
733759;6,53;03.08.2023
733759;2,38;03.08.2023
733759;2,25;03.08.2023
733759;2,25;03.08.2023
733759;2,25;03.08.2023
733759;2,25;03.08.2023
733759;2,25;03.08.2023
733759;2,25;03.08.2023
733759;2,25;03.08.2023
733759;2,38;03.08.2023
733759;2,38;03.08.2023
757571;9,54;03.08.2023
757571;9,54;03.08.2023
750159;31,31;02.08.2023
749759;32,2;02.08.2023
749759;30,83;02.08.2023
757559;57,63;02.08.2023
757571;25;02.08.2023
735659;54,45;02.08.2023
735859;190,58;02.08.2023
757571;17,58;02.08.2023
736960;61,81;01.08.2023
736960;30,52;01.08.2023
736960;54,01;01.08.2023
749759;2,72;01.08.2023
750159;20,69;01.08.2023
736960;41,91;01.08.2023
750259;25,86;01.08.2023
733759;50,37;01.08.2023
738659;414,92;01.08.2023
738659;2244,24;01.08.2023
738659;310,38;01.08.2023
735859;1225,17;01.08.2023
735059;285,87;01.08.2023
735059;206,92;01.08.2023
762759;-6042,37;01.08.2023
762759;-6042,37;01.08.2023
762759;72532,85;01.08.2023
762759;-5664;01.08.2023
762759;-6042,37;01.08.2023
741559;26200;01.08.2023
754759;1900;01.08.2023
755159;5300;01.08.2023
750159;21,22;31.07.2023
736960;41,88;31.07.2023
736960;47,94;31.07.2023
736960;35,61;31.07.2023
750159;121,69;31.07.2023
750159;23,77;31.07.2023
750159;15,85;31.07.2023
747259;219,01;31.07.2023
736960;121,16;31.07.2023
749659;54,51;31.07.2023
749659;14,79;31.07.2023
749659;25,75;31.07.2023
749759;564,92;31.07.2023
749759;44,92;31.07.2023
749759;187,92;31.07.2023
749759;29,13;31.07.2023
749759;33,76;31.07.2023
749759;13,3;31.07.2023
749759;24,65;31.07.2023
757559;13,69;31.07.2023
757559;412,34;31.07.2023
749659;8;31.07.2023
749659;12,81;31.07.2023
749659;10,16;31.07.2023
749759;11,14;31.07.2023
749759;115;31.07.2023
749759;115;31.07.2023
749759;115;31.07.2023
749759;115;31.07.2023
749759;41,68;31.07.2023
749759;37,79;31.07.2023
749759;103,66;31.07.2023
749759;28,72;31.07.2023
749759;23,14;31.07.2023
749759;24,91;31.07.2023
750159;76,19;31.07.2023
750259;54,34;31.07.2023
750259;36,3;31.07.2023
750259;14,34;31.07.2023
750259;23,13;31.07.2023
750259;72,96;31.07.2023
757559;-38,52;31.07.2023
736960;59,36;31.07.2023
749759;2,72;31.07.2023
697659;-30289,46;02.08.2023
697659;-7315,24;02.08.2023
706759;-3964,11;02.08.2023
708859;-349,32;02.08.2023
708859;-109,12;02.08.2023
723960;12343,69;02.08.2023
723960;3246,57;02.08.2023
726459;-7832,75;02.08.2023
726459;-838,66;02.08.2023
726468;-19251,2;02.08.2023
726468;-2743,86;02.08.2023
747459;-766,46;02.08.2023
749759;359,33;02.08.2023
757559;-92298,03;02.08.2023
764669;-52256,28;02.08.2023
764669;47030,66;02.08.2023
764659;132,4;31.07.2023
764659;5225,62;31.07.2023
764659;77,55;31.07.2023
764659;1100,03;31.07.2023
777669;1613,13;04.07.2023
777669;-1613,13;04.07.2023
777669;-1613,13;05.07.2023
777669;1613,13;05.07.2023
777669;1613,13;05.07.2023
777669;-1613,13;05.07.2023
777669;-1613,13;05.07.2023
777669;1613,13;05.07.2023
777669;571,67;19.07.2023
